ACARP-35486-DMT-2-170526-MOSAIC_component_histograms.csv,,
,,
,,
,,
,,
,,
,,
anisotropy,coke,fusedcarbon
0,0,0
0.00390625,8.21E-06,8.45E-07
0.0078125,2.41E-04,1.44E-05
0.01171875,0.002390911,1.63E-04
0.015625,0.011926826,7.59E-04
0.01953125,0.038290753,0.002441034
0.0234375,0.089452114,0.005841349
0.02734375,0.164992781,0.011446823
0.03125,0.255239177,0.019106688
0.03515625,0.344514768,0.028432894
0.0390625,0.421305668,0.039343433
0.04296875,0.479529642,0.051408264
0.046875,0.520447394,0.063409124
0.05078125,0.548128428,0.076417172
0.0546875,0.566266237,0.089455937
0.05859375,0.580115479,0.10270155
0.0625,0.589998733,0.115799777
0.06640625,0.599232064,0.129093015
0.0703125,0.607094619,0.142685254
0.07421875,0.614276596,0.156428825
0.078125,0.620335156,0.169047412
0.08203125,0.62583453,0.182187628
0.0859375,0.630954779,0.195525393
0.08984375,0.635023294,0.208114108
0.09375,0.63848551,0.220952506
0.09765625,0.640919621,0.233074263
0.1015625,0.643021531,0.245452748
0.10546875,0.644955029,0.257154044
0.109375,0.646595754,0.269388807
0.11328125,0.646890697,0.281036841
0.1171875,0.647291234,0.292640632
0.12109375,0.647437668,0.303687567
0.125,0.647109854,0.314816226
0.12890625,0.646343868,0.325684776
0.1328125,0.646081795,0.337135262
0.13671875,0.645156736,0.346664934
0.140625,0.643863823,0.356253504
0.14453125,0.643339206,0.3670919
0.1484375,0.641920609,0.37626931
0.15234375,0.64081266,0.386208452
0.15625,0.63959129,0.39584493
0.16015625,0.638265977,0.405289496
0.1640625,0.637159914,0.414067863
0.16796875,0.636211322,0.423103242
0.171875,0.6345556,0.431347299
0.17578125,0.633212036,0.439607982
0.1796875,0.631782875,0.448553182
0.18359375,0.630395593,0.455987318
0.1875,0.629187711,0.463735108
0.19140625,0.627866218,0.471865878
0.1953125,0.626410835,0.479706665
0.19921875,0.624530015,0.485122481
0.203125,0.623296241,0.493232961
0.20703125,0.621282617,0.49975657
0.2109375,0.620224517,0.507220015
0.21484375,0.618383972,0.512492671
0.21875,0.616647558,0.51844139
0.22265625,0.61501188,0.52470348
0.2265625,0.613335125,0.530345871
0.23046875,0.611756511,0.536348978
0.234375,0.609836171,0.540884421
0.23828125,0.608009114,0.545803689
0.2421875,0.606106317,0.550783546
0.24609375,0.603732195,0.555016889
0.25,0.602044121,0.560388461
0.25390625,0.599817424,0.563707614
0.2578125,0.597665948,0.567592077
0.26171875,0.595378979,0.571876428
0.265625,0.593356441,0.576384817
0.26953125,0.59099609,0.578780481
0.2734375,0.588672618,0.582117669
0.27734375,0.586194695,0.584956055
0.28125,0.584154047,0.589259851
0.28515625,0.581318174,0.591253372
0.2890625,0.579321244,0.5941949
0.29296875,0.576490747,0.596390196
0.296875,0.574243864,0.598464315
0.30078125,0.57151896,0.600443463
0.3046875,0.569031039,0.602868153
0.30859375,0.566506474,0.604589728
0.3125,0.564297557,0.606623265
0.31640625,0.561618634,0.608346249
0.3203125,0.559045352,0.609831949
0.32421875,0.556350537,0.610977223
0.328125,0.553952551,0.612750932
0.33203125,0.551537729,0.614821106
0.3359375,0.548988877,0.615005127
0.33984375,0.546033073,0.616179709
0.34375,0.543501528,0.617731916
0.34765625,0.54130308,0.619634413
0.3515625,0.539017621,0.620054027
0.35546875,0.536662504,0.6209623
0.359375,0.534124498,0.621713604
0.36328125,0.531293247,0.623282719
0.3671875,0.529092582,0.622793498
0.37109375,0.526472658,0.623808012
0.375,0.524104808,0.624338942
0.37890625,0.521817556,0.624459556
0.3828125,0.519052188,0.624978931
0.38671875,0.516735744,0.625149426
0.390625,0.51449056,0.624623851
0.39453125,0.511856912,0.62550986
0.3984375,0.509762312,0.625832532
0.40234375,0.507017789,0.625494361
0.40625,0.504845043,0.624549172
0.41015625,0.502779023,0.624873253
0.4140625,0.500458428,0.623128851
0.41796875,0.498181552,0.623621173
0.421875,0.495960655,0.62235613
0.42578125,0.493666235,0.621407277
0.4296875,0.491113043,0.620567766
0.43359375,0.488955767,0.619063185
0.4375,0.486885832,0.618215502
0.44140625,0.484319246,0.617182388
0.4453125,0.482106037,0.615843511
0.44921875,0.480103684,0.61422846
0.453125,0.477726449,0.613224654
0.45703125,0.475998996,0.612835475
0.4609375,0.473864781,0.610912125
0.46484375,0.47146057,0.608390493
0.46875,0.46923675,0.607768821
0.47265625,0.467640828,0.605939314
0.4765625,0.465047597,0.603370056
0.48046875,0.462853393,0.603079792
0.484375,0.461199275,0.601180395
0.48828125,0.459214749,0.598277757
0.4921875,0.456830723,0.597198708
0.49609375,0.454962023,0.59504061
0.5,0.45319953,0.59346924
0.50390625,0.451263626,0.592307058
0.5078125,0.449276364,0.590527149
0.51171875,0.447483074,0.588927316
0.515625,0.445464214,0.586479236
0.51953125,0.44345922,0.584179106
0.5234375,0.441364243,0.58247134
0.52734375,0.439385281,0.580190937
0.53125,0.43776144,0.578255751
0.53515625,0.435520972,0.576805277
0.5390625,0.433716128,0.574577291
0.54296875,0.431884638,0.572905315
0.546875,0.430194018,0.571389743
0.55078125,0.428312962,0.569024233
0.5546875,0.426342253,0.567258415
0.55859375,0.424777741,0.56608806
0.5625,0.423060286,0.563290254
0.56640625,0.420962432,0.561817517
0.5703125,0.419328027,0.559247696
0.57421875,0.417364817,0.557246848
0.578125,0.415453201,0.555929952
0.58203125,0.413798045,0.553326877
0.5859375,0.412090683,0.551672655
0.58984375,0.410268342,0.548812852
0.59375,0.408218403,0.547109876
0.59765625,0.406517455,0.544629389
0.6015625,0.405012978,0.543521877
0.60546875,0.403319999,0.540120154
0.609375,0.401400602,0.539010951
0.61328125,0.399588023,0.536641778
0.6171875,0.397716353,0.53479198
0.62109375,0.396125807,0.532629656
0.625,0.394249986,0.530374897
0.62890625,0.392488153,0.52833826
0.6328125,0.390391242,0.525741666
0.63671875,0.388731465,0.523772945
0.640625,0.386849985,0.520765473
0.64453125,0.384955252,0.519610617
0.6484375,0.382829007,0.516514376
0.65234375,0.381422861,0.513903692
0.65625,0.379053785,0.511249891
0.66015625,0.377116843,0.508965825
0.6640625,0.375284646,0.506783492
0.66796875,0.373307618,0.504009922
0.671875,0.37112728,0.501438973
0.67578125,0.369243441,0.497828711
0.6796875,0.367079326,0.496032457
0.68359375,0.365141631,0.49367512
0.6875,0.362834807,0.491235776
0.69140625,0.361179463,0.4886761
0.6953125,0.358876695,0.485070347
0.69921875,0.356721116,0.482664256
0.703125,0.354719989,0.479438101
0.70703125,0.352639679,0.477442889
0.7109375,0.350577525,0.47444838
0.71484375,0.348582859,0.472149096
0.71875,0.346618281,0.469930973
0.72265625,0.344851826,0.467212075
0.7265625,0.342728175,0.46380077
0.73046875,0.34063084,0.461546293
0.734375,0.33879204,0.458859803
0.73828125,0.336633443,0.457408765
0.7421875,0.334880382,0.455077355
0.74609375,0.332933395,0.45165055
0.75,0.331050217,0.449596159
0.75390625,0.328930999,0.446289124
0.7578125,0.326632712,0.442966871
0.76171875,0.323987792,0.439008292
0.765625,0.321389515,0.435602905
0.76953125,0.318587314,0.431474113
0.7734375,0.315769928,0.427562033
0.77734375,0.312552523,0.421880188
0.78125,0.308532395,0.416581041
0.78515625,0.304419454,0.410804509
0.7890625,0.299528549,0.402567779
0.79296875,0.294114535,0.394296105
0.796875,0.287694346,0.384279184
0.80078125,0.280515529,0.37389281
0.8046875,0.27240538,0.361083157
0.80859375,0.262909599,0.346702697
0.8125,0.252514414,0.329847103
0.81640625,0.240156586,0.311760847
0.8203125,0.226574935,0.291199458
0.82421875,0.211519367,0.267186747
0.828125,0.194219133,0.242309726
0.83203125,0.175560197,0.213519779
0.8359375,0.15460368,0.183830014
0.83984375,0.132910701,0.152535344
0.84375,0.110290445,0.120743562
0.84765625,0.08757318,0.091418459
0.8515625,0.066285972,0.065042493
0.85546875,0.047366567,0.043789824
0.859375,0.032089956,0.027680463
0.86328125,0.020275892,0.016009038
0.8671875,0.011777939,0.008536575
0.87109375,0.006313511,0.004111038
0.875,0.003043192,0.001737638
0.87890625,0.001284,6.29E-04
0.8828125,4.79E-04,1.83E-04
0.88671875,1.39E-04,4.20E-05
0.890625,2.63E-05,3.66E-06
0.89453125,2.92E-06,0
0.8984375,4.72E-07,2.82E-07
0.90234375,1.41E-07,5.64E-07
0.90625,1.41E-07,0
0.91015625,9.43E-08,0
0.9140625,4.72E-08,0
0.91796875,4.72E-08,0
0.921875,0,0
0.92578125,4.72E-08,0
0.9296875,0,0
0.93359375,0,0
0.9375,0,0
0.94140625,0,0
0.9453125,0,0
0.94921875,0,0
0.953125,0,0
0.95703125,0,0
0.9609375,0,0
0.96484375,0,0
0.96875,0,0
0.97265625,0,0
0.9765625,0,0
0.98046875,0,0
0.984375,0,0
0.98828125,0,0
0.9921875,0,0
0.99609375,0,0
